r,t,y,TotalTechnologyAnnualActivity
KENYA,PWRGEO014,2034,4.1736
KENYA,PWRGEO014,2035,4.1736
KENYA,PWRGEO014,2036,4.1736
KENYA,PWRGEO014,2037,4.1736
KENYA,PWRGEO014,2038,4.1736
KENYA,PWRGEO014,2039,4.1736
KENYA,PWRGEO014,2040,4.1736
KENYA,PWRGEO014,2041,4.1736
KENYA,PWRGEO014,2042,4.1736
KENYA,PWRGEO014,2043,4.1736
KENYA,PWRGEO014,2044,4.1736
KENYA,PWRGEO014,2045,4.1736
KENYA,PWRGEO014,2046,4.1736
KENYA,PWRGEO014,2047,4.1736
KENYA,PWRGEO014,2048,4.1736
KENYA,PWRGEO014,2049,4.1736
KENYA,PWRGEO014,2050,4.1736
KENYA,PWRGEO015,2034,4.1736
KENYA,PWRGEO015,2035,4.1736
KENYA,PWRGEO015,2036,4.1736
KENYA,PWRGEO015,2037,4.1736
KENYA,PWRGEO015,2038,4.1736
KENYA,PWRGEO015,2039,4.1736
KENYA,PWRGEO015,2040,4.1736
KENYA,PWRGEO015,2041,4.1736
KENYA,PWRGEO015,2042,4.1736
KENYA,PWRGEO015,2043,4.1736
KENYA,PWRGEO015,2044,4.1736
KENYA,PWRGEO015,2045,4.1736
KENYA,PWRGEO015,2046,4.1736
KENYA,PWRGEO015,2047,4.1736
KENYA,PWRGEO015,2048,4.1736
KENYA,PWRGEO015,2049,4.1736
KENYA,PWRGEO015,2050,4.1736
KENYA,PWRGEO016,2036,4.1736
KENYA,PWRGEO016,2037,4.1736
KENYA,PWRGEO016,2038,4.1736
KENYA,PWRGEO016,2039,4.1736
KENYA,PWRGEO016,2040,4.1736
KENYA,PWRGEO016,2041,4.1736
KENYA,PWRGEO016,2042,4.1736
KENYA,PWRGEO016,2043,4.1736
KENYA,PWRGEO016,2044,4.1736
KENYA,PWRGEO016,2045,4.1736
KENYA,PWRGEO016,2046,4.1736
KENYA,PWRGEO016,2047,4.1736
KENYA,PWRGEO016,2048,4.1736
KENYA,PWRGEO016,2049,4.1736
KENYA,PWRGEO016,2050,4.1736
KENYA,PWRGEO017,2028,0.7453
KENYA,PWRGEO017,2029,0.7453
KENYA,PWRGEO017,2030,0.7453
KENYA,PWRGEO017,2031,0.7453
KENYA,PWRGEO017,2032,0.7453
KENYA,PWRGEO017,2033,0.7453
KENYA,PWRGEO017,2034,0.7453
KENYA,PWRGEO017,2035,0.7453
KENYA,PWRGEO017,2036,0.7453
KENYA,PWRGEO017,2037,0.7453
KENYA,PWRGEO017,2038,0.7453
KENYA,PWRGEO017,2039,0.7453
KENYA,PWRGEO017,2040,0.7453
KENYA,PWRGEO017,2041,0.7453
KENYA,PWRGEO017,2042,0.7453
KENYA,PWRGEO017,2043,0.7453
KENYA,PWRGEO017,2044,0.7453
KENYA,PWRGEO017,2045,0.7453
KENYA,PWRGEO017,2046,0.7453
KENYA,PWRGEO017,2047,0.7453
KENYA,PWRGEO017,2048,0.7453
KENYA,PWRGEO017,2049,0.7453
KENYA,PWRGEO017,2050,0.7453
KENYA,PWRGEO018,2039,1.7887
KENYA,PWRGEO018,2040,1.7887
KENYA,PWRGEO018,2041,1.7887
KENYA,PWRGEO018,2042,1.7887
KENYA,PWRGEO018,2043,1.7887
KENYA,PWRGEO018,2044,1.7887
KENYA,PWRGEO018,2045,1.7887
KENYA,PWRGEO018,2046,1.7887
KENYA,PWRGEO018,2047,1.7887
KENYA,PWRGEO018,2048,1.7887
KENYA,PWRGEO018,2049,1.7887
KENYA,PWRGEO018,2050,1.7887
KENYA,PWRGEO019,2037,2.9811
KENYA,PWRGEO019,2038,2.9811
KENYA,PWRGEO019,2039,2.9811
KENYA,PWRGEO019,2040,2.9811
KENYA,PWRGEO019,2041,2.9811
KENYA,PWRGEO019,2042,2.9811
KENYA,PWRGEO019,2043,2.9811
KENYA,PWRGEO019,2044,2.9811
KENYA,PWRGEO019,2045,2.9811
KENYA,PWRGEO019,2046,2.9811
KENYA,PWRGEO019,2047,2.9811
KENYA,PWRGEO019,2048,2.9811
KENYA,PWRGEO019,2049,2.9811
KENYA,PWRGEO019,2050,2.9811
KENYA,PWRGEO020,2040,2.9811
KENYA,PWRGEO020,2041,2.9811
KENYA,PWRGEO020,2042,2.9811
KENYA,PWRGEO020,2043,2.9811
KENYA,PWRGEO020,2044,2.9811
KENYA,PWRGEO020,2045,2.9811
KENYA,PWRGEO020,2046,2.9811
KENYA,PWRGEO020,2047,2.9811
KENYA,PWRGEO020,2048,2.9811
KENYA,PWRGEO020,2049,2.9811
KENYA,PWRGEO020,2050,2.9811
KENYA,PWRGEO021,2040,2.9811
KENYA,PWRGEO021,2041,2.9811
KENYA,PWRGEO021,2042,2.9811
KENYA,PWRGEO021,2043,2.9811
KENYA,PWRGEO021,2044,2.9811
KENYA,PWRGEO021,2045,2.9811
KENYA,PWRGEO021,2046,2.9811
KENYA,PWRGEO021,2047,2.9811
KENYA,PWRGEO021,2048,2.9811
KENYA,PWRGEO021,2049,2.9811
KENYA,PWRGEO021,2050,2.9811
KENYA,PWRGEO024,2031,2.9811
KENYA,PWRGEO024,2032,2.9811
KENYA,PWRGEO024,2033,2.9811
KENYA,PWRGEO024,2034,2.9811
KENYA,PWRGEO024,2035,2.9811
KENYA,PWRGEO024,2036,2.9811
KENYA,PWRGEO024,2037,2.9811
KENYA,PWRGEO024,2038,2.9811
KENYA,PWRGEO024,2039,2.9811
KENYA,PWRGEO024,2040,2.9811
KENYA,PWRGEO024,2041,2.9811
KENYA,PWRGEO024,2042,2.9811
KENYA,PWRGEO024,2043,2.9811
KENYA,PWRGEO024,2044,2.9811
KENYA,PWRGEO024,2045,2.9811
KENYA,PWRGEO024,2046,2.9811
KENYA,PWRGEO024,2047,2.9811
KENYA,PWRGEO024,2048,2.9811
KENYA,PWRGEO024,2049,2.9811
KENYA,PWRGEO024,2050,2.9811
KENYA,PWRGEO025,2040,2.9811
KENYA,PWRGEO025,2041,2.9811
KENYA,PWRGEO025,2042,2.9811
KENYA,PWRGEO025,2043,2.9811
KENYA,PWRGEO025,2044,2.9811
KENYA,PWRGEO025,2045,2.9811
KENYA,PWRGEO025,2046,2.9811
KENYA,PWRGEO025,2047,2.9811
KENYA,PWRGEO025,2048,2.9811
KENYA,PWRGEO025,2049,2.9811
KENYA,PWRGEO025,2050,2.9811
KENYA,PWRGEO026,2040,2.9811
KENYA,PWRGEO026,2041,2.9811
KENYA,PWRGEO026,2042,2.9811
KENYA,PWRGEO026,2043,2.9811
KENYA,PWRGEO026,2044,2.9811
KENYA,PWRGEO026,2045,2.9811
KENYA,PWRGEO026,2046,2.9811
KENYA,PWRGEO026,2047,2.9811
KENYA,PWRGEO026,2048,2.9811
KENYA,PWRGEO026,2049,2.9811
KENYA,PWRGEO026,2050,2.9811
KENYA,PWRGEO027,2025,1.0434
KENYA,PWRGEO027,2026,1.0434
KENYA,PWRGEO027,2027,1.0434
KENYA,PWRGEO027,2028,1.0434
KENYA,PWRGEO027,2029,1.0434
KENYA,PWRGEO027,2030,1.0434
KENYA,PWRGEO027,2031,1.0434
KENYA,PWRGEO027,2032,1.0434
KENYA,PWRGEO027,2033,1.0434
KENYA,PWRGEO027,2034,1.0434
KENYA,PWRGEO027,2035,1.0434
KENYA,PWRGEO027,2036,1.0434
KENYA,PWRGEO027,2037,1.0434
KENYA,PWRGEO027,2038,1.0434
KENYA,PWRGEO027,2039,1.0434
KENYA,PWRGEO027,2040,1.0434
KENYA,PWRGEO027,2041,1.0434
KENYA,PWRGEO027,2042,1.0434
KENYA,PWRGEO027,2043,1.0434
KENYA,PWRGEO027,2044,1.0434
KENYA,PWRGEO027,2045,1.0434
KENYA,PWRGEO027,2046,1.0434
KENYA,PWRGEO027,2047,1.0434
KENYA,PWRGEO027,2048,1.0434
KENYA,PWRGEO027,2049,1.0434
KENYA,PWRGEO028,2028,1.0434
KENYA,PWRGEO028,2029,1.0434
KENYA,PWRGEO028,2030,1.0434
KENYA,PWRGEO028,2031,1.0434
KENYA,PWRGEO028,2032,1.0434
KENYA,PWRGEO028,2033,1.0434
KENYA,PWRGEO028,2034,1.0434
KENYA,PWRGEO028,2035,1.0434
KENYA,PWRGEO028,2036,1.0434
KENYA,PWRGEO028,2037,1.0434
KENYA,PWRGEO028,2038,1.0434
KENYA,PWRGEO028,2039,1.0434
KENYA,PWRGEO028,2040,1.0434
KENYA,PWRGEO028,2041,1.0434
KENYA,PWRGEO028,2042,1.0434
KENYA,PWRGEO028,2043,1.0434
KENYA,PWRGEO028,2044,1.0434
KENYA,PWRGEO028,2045,1.0434
KENYA,PWRGEO028,2046,1.0434
KENYA,PWRGEO028,2047,1.0434
KENYA,PWRGEO028,2048,1.0434
KENYA,PWRGEO028,2049,1.0434
KENYA,PWRGEO028,2050,1.0434
KENYA,PWRGEO029,2038,2.9811
KENYA,PWRGEO029,2039,2.9811
KENYA,PWRGEO029,2040,2.9811
KENYA,PWRGEO029,2041,2.9811
KENYA,PWRGEO029,2042,2.9811
KENYA,PWRGEO029,2043,2.9811
KENYA,PWRGEO029,2044,2.9811
KENYA,PWRGEO029,2045,2.9811
KENYA,PWRGEO029,2046,2.9811
KENYA,PWRGEO029,2047,2.9811
KENYA,PWRGEO029,2048,2.9811
KENYA,PWRGEO029,2049,2.9811
KENYA,PWRGEO029,2050,2.9811
KENYA,PWRGEO030,2039,2.9811
KENYA,PWRGEO030,2040,2.9811
KENYA,PWRGEO030,2041,2.9811
KENYA,PWRGEO030,2042,2.9811
KENYA,PWRGEO030,2043,2.9811
KENYA,PWRGEO030,2044,2.9811
KENYA,PWRGEO030,2045,2.9811
KENYA,PWRGEO030,2046,2.9811
KENYA,PWRGEO030,2047,2.9811
KENYA,PWRGEO030,2048,2.9811
KENYA,PWRGEO030,2049,2.9811
KENYA,PWRGEO030,2050,2.9811
KENYA,PWRGEO031,2040,2.9811
KENYA,PWRGEO031,2041,2.9811
KENYA,PWRGEO031,2042,2.9811
KENYA,PWRGEO031,2043,2.9811
KENYA,PWRGEO031,2044,2.9811
KENYA,PWRGEO031,2045,2.9811
KENYA,PWRGEO031,2046,2.9811
KENYA,PWRGEO031,2047,2.9811
KENYA,PWRGEO031,2048,2.9811
KENYA,PWRGEO031,2049,2.9811
KENYA,PWRGEO031,2050,2.9811
KENYA,PWRGEO033,2025,0.5962
KENYA,PWRGEO033,2026,0.5962
KENYA,PWRGEO033,2027,0.5962
KENYA,PWRGEO033,2028,0.5962
KENYA,PWRGEO033,2029,0.5962
KENYA,PWRGEO033,2030,0.5962
KENYA,PWRGEO033,2031,0.5962
KENYA,PWRGEO033,2032,0.5962
KENYA,PWRGEO033,2033,0.5962
KENYA,PWRGEO033,2034,0.5962
KENYA,PWRGEO033,2035,0.5962
KENYA,PWRGEO033,2036,0.5962
KENYA,PWRGEO033,2037,0.5962
KENYA,PWRGEO033,2038,0.5962
KENYA,PWRGEO033,2039,0.5962
KENYA,PWRGEO033,2040,0.5962
KENYA,PWRGEO033,2041,0.5962
KENYA,PWRGEO033,2042,0.5962
KENYA,PWRGEO033,2043,0.5962
KENYA,PWRGEO033,2044,0.5962
KENYA,PWRGEO033,2045,0.5962
KENYA,PWRGEO033,2046,0.5962
KENYA,PWRGEO033,2047,0.5962
KENYA,PWRGEO033,2048,0.5962
KENYA,PWRGEO033,2049,0.5962
KENYA,PWRGEO034,2040,1.0434
KENYA,PWRGEO034,2041,1.0434
KENYA,PWRGEO034,2042,1.0434
KENYA,PWRGEO034,2043,1.0434
KENYA,PWRGEO034,2044,1.0434
KENYA,PWRGEO034,2045,1.0434
KENYA,PWRGEO034,2046,1.0434
KENYA,PWRGEO034,2047,1.0434
KENYA,PWRGEO034,2048,1.0434
KENYA,PWRGEO034,2049,1.0434
KENYA,PWRGEO034,2050,1.0434
KENYA,PWRGEO035,2031,1.0434
KENYA,PWRGEO035,2032,1.0434
KENYA,PWRGEO035,2033,1.0434
KENYA,PWRGEO035,2034,1.0434
KENYA,PWRGEO035,2035,1.0434
KENYA,PWRGEO035,2036,1.0434
KENYA,PWRGEO035,2037,1.0434
KENYA,PWRGEO035,2038,1.0434
KENYA,PWRGEO035,2039,1.0434
KENYA,PWRGEO035,2040,1.0434
KENYA,PWRGEO035,2041,1.0434
KENYA,PWRGEO035,2042,1.0434
KENYA,PWRGEO035,2043,1.0434
KENYA,PWRGEO035,2044,1.0434
KENYA,PWRGEO035,2045,1.0434
KENYA,PWRGEO035,2046,1.0434
KENYA,PWRGEO035,2047,1.0434
KENYA,PWRGEO035,2048,1.0434
KENYA,PWRGEO035,2049,1.0434
KENYA,PWRGEO035,2050,1.0434
KENYA,PWRGEO038,2026,0.5962
KENYA,PWRGEO038,2027,0.5962
KENYA,PWRGEO038,2028,0.5962
KENYA,PWRGEO038,2029,0.5962
KENYA,PWRGEO038,2030,0.5962
KENYA,PWRGEO038,2031,0.5962
KENYA,PWRGEO038,2032,0.5962
KENYA,PWRGEO038,2033,0.5962
KENYA,PWRGEO038,2034,0.5962
KENYA,PWRGEO038,2035,0.5962
KENYA,PWRGEO038,2036,0.5962
KENYA,PWRGEO038,2037,0.5962
KENYA,PWRGEO038,2038,0.5962
KENYA,PWRGEO038,2039,0.5962
KENYA,PWRGEO038,2040,0.5962
KENYA,PWRGEO038,2041,0.5962
KENYA,PWRGEO038,2042,0.5962
KENYA,PWRGEO038,2043,0.5962
KENYA,PWRGEO038,2044,0.5962
KENYA,PWRGEO038,2045,0.5962
KENYA,PWRGEO038,2046,0.5962
KENYA,PWRGEO038,2047,0.5962
KENYA,PWRGEO038,2048,0.5962
KENYA,PWRGEO038,2049,0.5962
KENYA,PWRGEO038,2050,0.5962
KENYA,PWRGEO040,2019,0.5247
KENYA,PWRGEO040,2020,0.5247
KENYA,PWRGEO040,2021,0.5247
KENYA,PWRGEO040,2022,0.5247
KENYA,PWRGEO040,2023,0.5247
KENYA,PWRGEO040,2024,0.5247
KENYA,PWRGEO040,2025,0.5247
KENYA,PWRGEO040,2026,0.5247
KENYA,PWRGEO040,2027,0.5247
KENYA,PWRGEO040,2028,0.5247
KENYA,PWRGEO040,2029,0.5247
KENYA,PWRGEO040,2030,0.5247
KENYA,PWRGEO040,2031,0.5247
KENYA,PWRGEO040,2032,0.5247
KENYA,PWRGEO040,2033,0.5247
KENYA,PWRGEO040,2034,0.5247
KENYA,PWRGEO040,2035,0.5247
KENYA,PWRGEO040,2036,0.5247
KENYA,PWRGEO040,2037,0.5247
KENYA,PWRGEO040,2038,0.5247
KENYA,PWRGEO042,2039,1.4906
KENYA,PWRGEO042,2040,1.4906
KENYA,PWRGEO042,2041,1.4906
KENYA,PWRGEO042,2042,1.4906
KENYA,PWRGEO042,2043,1.4906
KENYA,PWRGEO042,2044,1.4906
KENYA,PWRGEO042,2045,1.4906
KENYA,PWRGEO042,2046,1.4906
KENYA,PWRGEO042,2047,1.4906
KENYA,PWRGEO042,2048,1.4906
KENYA,PWRGEO042,2049,1.4906
KENYA,PWRGEO042,2050,1.4906
KENYA,PWRGEO047,2019,0.4472
KENYA,PWRGEO047,2020,0.4472
KENYA,PWRGEO047,2021,0.4472
KENYA,PWRGEO047,2022,0.4472
KENYA,PWRGEO047,2023,0.4472
KENYA,PWRGEO049,2025,0.626
KENYA,PWRGEO049,2026,0.626
KENYA,PWRGEO049,2027,0.626
KENYA,PWRGEO049,2028,0.626
KENYA,PWRGEO049,2029,0.626
KENYA,PWRGEO049,2030,0.626
KENYA,PWRGEO049,2031,0.626
KENYA,PWRGEO049,2032,0.626
KENYA,PWRGEO049,2033,0.626
KENYA,PWRGEO049,2034,0.626
KENYA,PWRGEO049,2035,0.626
KENYA,PWRGEO049,2036,0.626
KENYA,PWRGEO049,2037,0.626
KENYA,PWRGEO049,2038,0.626
KENYA,PWRGEO049,2039,0.626
KENYA,PWRGEO049,2040,0.626
KENYA,PWRGEO049,2041,0.626
KENYA,PWRGEO049,2042,0.626
KENYA,PWRGEO049,2043,0.626
KENYA,PWRGEO049,2044,0.626
KENYA,PWRGEO049,2045,0.626
KENYA,PWRGEO049,2046,0.626
KENYA,PWRGEO049,2047,0.626
KENYA,PWRGEO049,2048,0.626
KENYA,PWRGEO049,2049,0.626
KENYA,PWRGEO049,2050,0.626
KENYA,PWRGEO050,2025,0.626
KENYA,PWRGEO050,2026,0.626
KENYA,PWRGEO050,2027,0.626
KENYA,PWRGEO050,2028,0.626
KENYA,PWRGEO050,2029,0.626
KENYA,PWRGEO050,2030,0.626
KENYA,PWRGEO050,2031,0.626
KENYA,PWRGEO050,2032,0.626
KENYA,PWRGEO050,2033,0.626
KENYA,PWRGEO050,2034,0.626
KENYA,PWRGEO050,2035,0.626
KENYA,PWRGEO050,2036,0.626
KENYA,PWRGEO050,2037,0.626
KENYA,PWRGEO050,2038,0.626
KENYA,PWRGEO050,2039,0.626
KENYA,PWRGEO050,2040,0.626
KENYA,PWRGEO050,2041,0.626
KENYA,PWRGEO050,2042,0.626
KENYA,PWRGEO050,2043,0.626
KENYA,PWRGEO050,2044,0.626
KENYA,PWRGEO050,2045,0.626
KENYA,PWRGEO050,2046,0.626
KENYA,PWRGEO050,2047,0.626
KENYA,PWRGEO050,2048,0.626
KENYA,PWRGEO050,2049,0.626
KENYA,PWRGEO050,2050,0.626
KENYA,PWRGEO051,2025,0.626
KENYA,PWRGEO051,2026,0.626
KENYA,PWRGEO051,2027,0.626
KENYA,PWRGEO051,2028,0.626
KENYA,PWRGEO051,2029,0.626
KENYA,PWRGEO051,2030,0.626
KENYA,PWRGEO051,2031,0.626
KENYA,PWRGEO051,2032,0.626
KENYA,PWRGEO051,2033,0.626
KENYA,PWRGEO051,2034,0.626
KENYA,PWRGEO051,2035,0.626
KENYA,PWRGEO051,2036,0.626
KENYA,PWRGEO051,2037,0.626
KENYA,PWRGEO051,2038,0.626
KENYA,PWRGEO051,2039,0.626
KENYA,PWRGEO051,2040,0.626
KENYA,PWRGEO051,2041,0.626
KENYA,PWRGEO051,2042,0.626
KENYA,PWRGEO051,2043,0.626
KENYA,PWRGEO051,2044,0.626
KENYA,PWRGEO051,2045,0.626
KENYA,PWRGEO051,2046,0.626
KENYA,PWRGEO051,2047,0.626
KENYA,PWRGEO051,2048,0.626
KENYA,PWRGEO051,2049,0.626
KENYA,PWRGEO051,2050,0.626
KENYA,PWRGEO101,2026,0.2981
KENYA,PWRGEO101,2027,0.6222
KENYA,PWRGEO101,2028,0.9744
KENYA,PWRGEO101,2029,1.3573
KENYA,PWRGEO101,2030,1.7735
KENYA,PWRGEO101,2031,2.2259
KENYA,PWRGEO101,2032,2.7177
KENYA,PWRGEO101,2033,3.2522
KENYA,PWRGEO101,2034,3.8333
KENYA,PWRGEO101,2035,4.4649
KENYA,PWRGEO101,2036,5.1514
KENYA,PWRGEO101,2037,5.8977
KENYA,PWRGEO101,2038,6.7089
KENYA,PWRGEO101,2039,7.5907
KENYA,PWRGEO101,2040,8.5492
KENYA,PWRGEO101,2041,9.5911
KENYA,PWRGEO101,2042,10.7237
KENYA,PWRGEO101,2043,11.9547
KENYA,PWRGEO101,2044,13.2929
KENYA,PWRGEO101,2045,14.7475
KENYA,PWRGEO101,2046,16.3287
KENYA,PWRGEO101,2047,18.0474
KENYA,PWRGEO101,2048,19.9156
KENYA,PWRGEO101,2049,21.9464
KENYA,PWRGEO101,2050,24.1538
KENYA,PWRGEO102,2026,3.2593
KENYA,PWRGEO102,2027,5.0679
KENYA,PWRGEO102,2028,5.6642
KENYA,PWRGEO102,2029,6.2604
KENYA,PWRGEO102,2030,6.8566
KENYA,PWRGEO102,2031,8.1981
KENYA,PWRGEO102,2032,9.1819
KENYA,PWRGEO102,2033,10.1657
KENYA,PWRGEO102,2034,11.1494
KENYA,PWRGEO102,2035,12.4611
KENYA,PWRGEO102,2036,13.7728
KENYA,PWRGEO102,2037,15.4125
KENYA,PWRGEO102,2038,16.7242
KENYA,PWRGEO102,2039,18.6917
KENYA,PWRGEO102,2040,20.6592
KENYA,PWRGEO102,2041,22.6268
KENYA,PWRGEO102,2042,25.2502
KENYA,PWRGEO102,2043,27.8736
KENYA,PWRGEO102,2044,30.8249
KENYA,PWRGEO102,2045,34.1042
KENYA,PWRGEO102,2046,37.7113
KENYA,PWRGEO102,2047,41.6464
KENYA,PWRGEO102,2048,45.9094
KENYA,PWRGEO102,2049,50.8283
KENYA,PWRGEO102,2050,56.0751
KENYA,PWRHFO002,2027,0.0025
KENYA,PWRHFO002,2028,0.0109
KENYA,PWRHFO002,2029,0.0071
KENYA,PWRHFO002,2030,0.3813
KENYA,PWRHFO002,2031,0.3944
KENYA,PWRHFO002,2032,0.3751
KENYA,PWRHFO002,2033,0.4339
KENYA,PWRHFO002,2034,0.4339
KENYA,PWRHFO003,2019,0.4977
KENYA,PWRHFO003,2020,0.5404
KENYA,PWRHFO003,2021,0.5347
KENYA,PWRHFO003,2022,0.1728
KENYA,PWRHFO003,2023,0.1961
KENYA,PWRHFO003,2024,0.3435
KENYA,PWRHFO004,2019,1.52
KENYA,PWRHFO004,2020,1.8694
KENYA,PWRHFO004,2021,1.7913
KENYA,PWRHFO004,2022,0.6451
KENYA,PWRHFO004,2023,0.6629
KENYA,PWRHFO004,2024,0.8611
KENYA,PWRHFO004,2025,0.7145
KENYA,PWRHFO004,2026,0.1511
KENYA,PWRHFO004,2027,0.6177
KENYA,PWRHFO004,2028,0.8414
KENYA,PWRHFO004,2029,0.8495
KENYA,PWRHFO004,2030,0.9505
KENYA,PWRHFO005,2019,0.4446
KENYA,PWRHFO005,2020,0.5009
KENYA,PWRHFO005,2021,0.5175
KENYA,PWRHFO005,2022,0.0828
KENYA,PWRHFO005,2023,0.0893
KENYA,PWRHFO005,2024,0.2891
KENYA,PWRHFO005,2025,0.2835
KENYA,PWRHFO006,2019,2.5239
KENYA,PWRHFO006,2020,2.5742
KENYA,PWRHFO006,2021,2.5742
KENYA,PWRHFO006,2022,0.73
KENYA,PWRHFO006,2023,0.7171
KENYA,PWRHFO006,2024,0.8072
KENYA,PWRHFO006,2025,0.7263
KENYA,PWRHFO006,2026,0.3802
KENYA,PWRHFO006,2027,0.6516
KENYA,PWRHFO006,2028,0.7323
KENYA,PWRHFO006,2029,0.7323
KENYA,PWRHFO007,2019,0.2601
KENYA,PWRHFO007,2020,0.3022
KENYA,PWRHFO007,2021,0.3715
KENYA,PWRHFO007,2022,0.0274
KENYA,PWRHFO007,2024,0.0482
KENYA,PWRHFO007,2025,0.1024
KENYA,PWRHFO007,2026,0.0382
KENYA,PWRHFO007,2027,0.2008
KENYA,PWRHFO007,2028,0.2372
KENYA,PWRHFO007,2029,0.3439
KENYA,PWRHFO007,2030,0.6865
KENYA,PWRHFO007,2031,0.7191
KENYA,PWRHFO007,2032,1.1317
KENYA,PWRHFO007,2033,2.5278
KENYA,PWRHFO008,2019,0.0188
KENYA,PWRHFO008,2020,0.0425
KENYA,PWRHFO008,2021,0.0514
KENYA,PWRHFO008,2027,0.0403
KENYA,PWRHFO008,2028,0.0506
KENYA,PWRHFO008,2029,0.0422
KENYA,PWRHFO008,2030,0.6316
KENYA,PWRHFO008,2031,0.6331
KENYA,PWRHFO008,2032,0.6257
KENYA,PWRHFO008,2033,0.6637
KENYA,PWRHFO009,2019,0.1525
KENYA,PWRHFO009,2020,0.2183
KENYA,PWRHFO009,2021,0.189
KENYA,PWRHFO009,2023,0.0358
KENYA,PWRHFO009,2024,0.0961
KENYA,PWRHFO009,2025,0.0456
KENYA,PWRHFO009,2027,0.149
KENYA,PWRHFO009,2028,0.3602
KENYA,PWRHFO009,2029,0.2953
KENYA,PWRHFO009,2030,0.6549
KENYA,PWRHFO009,2031,0.686
KENYA,PWRHFO009,2032,1.4212
KENYA,PWRHFO009,2033,2.4115
KENYA,PWRHFO009,2034,0.7478
KENYA,PWRHFO009,2035,2.2849
KENYA,PWRHYD001,2019,0.3153
KENYA,PWRHYD001,2020,0.3153
KENYA,PWRHYD001,2021,0.3153
KENYA,PWRHYD001,2022,0.3153
KENYA,PWRHYD001,2023,0.3153
KENYA,PWRHYD001,2024,0.3153
KENYA,PWRHYD001,2025,0.3153
KENYA,PWRHYD001,2026,0.3153
KENYA,PWRHYD001,2027,0.3153
KENYA,PWRHYD001,2028,0.3153
KENYA,PWRHYD001,2029,0.3153
KENYA,PWRHYD001,2030,0.3153
KENYA,PWRHYD001,2031,0.3153
KENYA,PWRHYD001,2032,0.3153
KENYA,PWRHYD001,2033,0.3153
KENYA,PWRHYD001,2034,0.3153
KENYA,PWRHYD001,2035,0.3153
KENYA,PWRHYD001,2036,0.3153
KENYA,PWRHYD001,2037,0.3153
KENYA,PWRHYD001,2038,0.3153
KENYA,PWRHYD001,2039,0.3153
KENYA,PWRHYD001,2040,0.3153
KENYA,PWRHYD001,2041,0.3153
KENYA,PWRHYD001,2042,0.3153
KENYA,PWRHYD001,2043,0.3153
KENYA,PWRHYD001,2044,0.3153
KENYA,PWRHYD001,2045,0.3153
KENYA,PWRHYD001,2046,0.3153
KENYA,PWRHYD001,2047,0.3153
KENYA,PWRHYD001,2048,0.3153
KENYA,PWRHYD001,2049,0.3153
KENYA,PWRHYD001,2050,0.3153
KENYA,PWRHYD002,2019,0.4724
KENYA,PWRHYD002,2020,0.4724
KENYA,PWRHYD002,2021,0.4724
KENYA,PWRHYD002,2022,0.4724
KENYA,PWRHYD002,2023,0.4724
KENYA,PWRHYD002,2024,0.4724
KENYA,PWRHYD002,2025,0.4724
KENYA,PWRHYD002,2026,0.4724
KENYA,PWRHYD002,2027,0.4724
KENYA,PWRHYD002,2028,0.4724
KENYA,PWRHYD002,2029,0.4724
KENYA,PWRHYD002,2030,0.4724
KENYA,PWRHYD002,2031,0.4724
KENYA,PWRHYD002,2032,0.4724
KENYA,PWRHYD002,2033,0.4724
KENYA,PWRHYD002,2034,0.4724
KENYA,PWRHYD002,2035,0.4724
KENYA,PWRHYD002,2036,0.4724
KENYA,PWRHYD002,2037,0.4724
KENYA,PWRHYD002,2038,0.4724
KENYA,PWRHYD002,2039,0.4724
KENYA,PWRHYD002,2040,0.4724
KENYA,PWRHYD002,2041,0.4724
KENYA,PWRHYD002,2042,0.4724
KENYA,PWRHYD002,2043,0.4724
KENYA,PWRHYD002,2044,0.4724
KENYA,PWRHYD002,2045,0.4724
KENYA,PWRHYD002,2046,0.4724
KENYA,PWRHYD002,2047,0.4724
KENYA,PWRHYD002,2048,0.4724
KENYA,PWRHYD002,2049,0.4724
KENYA,PWRHYD002,2050,0.4724
KENYA,PWRHYD003,2019,1.3129
KENYA,PWRHYD003,2020,1.3129
KENYA,PWRHYD003,2021,1.3129
KENYA,PWRHYD003,2022,1.3129
KENYA,PWRHYD003,2023,1.3129
KENYA,PWRHYD003,2024,1.3129
KENYA,PWRHYD003,2025,1.3129
KENYA,PWRHYD003,2026,1.3129
KENYA,PWRHYD003,2027,1.3129
KENYA,PWRHYD003,2028,1.3129
KENYA,PWRHYD003,2029,1.3129
KENYA,PWRHYD003,2030,1.3129
KENYA,PWRHYD003,2031,1.3129
KENYA,PWRHYD003,2032,1.3129
KENYA,PWRHYD003,2033,1.3129
KENYA,PWRHYD003,2034,1.3129
KENYA,PWRHYD003,2035,1.3129
KENYA,PWRHYD003,2036,1.3129
KENYA,PWRHYD003,2037,1.3129
KENYA,PWRHYD003,2038,1.3129
KENYA,PWRHYD003,2039,1.3129
KENYA,PWRHYD003,2040,1.3129
KENYA,PWRHYD003,2041,1.3129
KENYA,PWRHYD003,2042,1.3129
KENYA,PWRHYD003,2043,1.3129
KENYA,PWRHYD003,2044,1.3129
KENYA,PWRHYD003,2045,1.3129
KENYA,PWRHYD003,2046,1.3129
KENYA,PWRHYD003,2047,1.3129
KENYA,PWRHYD003,2048,1.3129
